"customer";"style";"sku";"size";"pcs";"rate";"gross_amt";"sale_date"
"Tanusree majumder";"J0306";"J0306-DR-XL";"XL";1;650.0;650;"2022-01-25"
"Tanusree majumder";"J0306";"J0306-DR-L";"L";1;650.0;650;"2022-01-25"
"Tanusree majumder";"JNE3524";"JNE3524-KR-L";"L";1;500.0;500;"2022-01-25"
"Tanusree majumder";"JNE3524";"JNE3524-KR-M";"M";1;500.0;500;"2022-01-25"
"Thana marimuthu";"J0130";"J0130-SET-M";"M";1;985.0;985;"2022-01-27"
"Thana marimuthu";"J0186";"J0186-SET-M";"M";1;993.33;993;"2022-01-27"
"Thana marimuthu";"JNE09210";"SAREE";"Free";1;886.0;886;"2022-01-27"
"Thana marimuthu";"JNE3160";"JNE3160-KR-M";"M";1;767.5;768;"2022-01-27"
"Thana marimuthu";"JNE3160";"JNE3160-KR-S";"S";1;767.5;768;"2022-01-27"
"Thana marimuthu";"JNE3255";"JNE3255-KR-S";"S";1;612.5;612;"2022-01-27"
"Thana marimuthu";"JNE3404";"JNE3404-KR-XS";"XS";1;462.5;462;"2022-01-27"
"Thana marimuthu";"JNE3405";"JNE3405-KR-M";"M";1;390.0;390;"2022-01-27"
"Thana marimuthu";"JNE3524";"JNE3524-KR-XL";"XL";1;500.0;500;"2022-01-27"
"Thana marimuthu";"JNE3567";"JNE3567-KR-M";"M";1;425.0;425;"2022-01-27"
"Thana marimuthu";"JNE3750";"JNE3750-KR-XXXL";"XXXL";1;500.0;500;"2022-01-27"
"Thana marimuthu";"JNE3763";"JNE3763-KR-XS";"XS";1;525.0;525;"2022-01-27"
"Thana marimuthu";"JNE3771";"JNE3771-KR-S";"S";1;525.0;525;"2022-01-27"
"Thana marimuthu";"JNE3778";"JNE3778-KR-S";"S";1;562.5;562;"2022-01-27"
"Thana marimuthu";"JNE3821";"JNE3821-KR-M";"M";1;749.0;749;"2022-01-27"
"Thana marimuthu";"SAR070";"SAR070";"Free";1;999.0;999;"2022-01-27"
"Thana marimuthu";"SET306";"SET306-KR-PP-M";"M";1;737.5;738;"2022-01-27"
"Thana marimuthu";"SET319";"SET319-KR-NP-XXXL";"XXXL";1;975.0;975;"2022-01-27"
"Thana marimuthu";"SET326";"SET326-KR-PP-M";"M";1;687.5;688;"2022-01-27"
"Thana marimuthu";"SET333";"SET333-KR-DPT-XS";"XS";1;1075.0;1075;"2022-01-27"
"Sugitha sughumaran";"JNE3826";"CMB5-JNE3826";"Free";5;299.0;1495;"2022-01-28"
"Sugitha sughumaran";"JNE3827";"CMB5-JNE3827";"Free";5;299.0;1495;"2022-01-28"
"Sugitha sughumaran";"JNE3828";"CMB5-JNE3828";"Free";5;299.0;1495;"2022-01-28"
"Sugitha sughumaran";"JNE3853";"CMB5-JNE3853";"Free";5;299.0;1495;"2022-01-28"
"Sugitha sughumaran";"JNE3855";"CMB5-JNE3855";"Free";5;299.0;1495;"2022-01-28"
"Sugitha sughumaran";"JNE3858";"CMB5-JNE3858";"Free";5;299.0;1495;"2022-01-28"
"Thana marimuthu";"JNE3826";"CMB5-JNE3826";"Free";5;299.0;1495;"2022-01-28"
"Thana marimuthu";"JNE3827";"CMB5-JNE3827";"Free";5;299.0;1495;"2022-01-28"
"Thana marimuthu";"JNE3828";"CMB5-JNE3828";"Free";5;299.0;1495;"2022-01-28"
"Thana marimuthu";"JNE3829";"CMB5-JNE3829";"Free";5;299.0;1495;"2022-01-28"
"Thana marimuthu";"JNE3830";"CMB5-JNE3830";"Free";5;299.0;1495;"2022-01-28"
"Thana marimuthu";"JNE3849";"CMB5-JNE3849";"Free";5;299.0;1495;"2022-01-28"
"Thana marimuthu";"JNE3852";"CMB5-JNE3852";"Free";5;299.0;1495;"2022-01-28"
"Thana marimuthu";"JNE3853";"CMB5-JNE3853";"Free";5;299.0;1495;"2022-01-28"
"Tharsika eugin ";"SET263";"SET263-KR-NP-M";"M";1;775.0;775;"2022-01-28"
"Tharsika eugin ";"SET264";"SET264-KR-NP-M";"M";1;975.0;975;"2022-01-28"
"Tharsika eugin ";"SET265";"SET265-KR-NP-M";"M";1;975.0;975;"2022-01-28"
"Tharsika eugin ";"SET269";"SET269-KR-NP-M";"M";1;975.0;975;"2022-01-28"
"Tharsika eugin ";"J0162";"J0162-SKD-M";"M";1;1312.5;1312;"2022-01-28"
"Tharsika eugin ";"SET236";"SET236-KR-PP-M";"M";1;850.0;850;"2022-01-28"
"Tharsika eugin ";"J0140";"J0140-SET-M";"M";1;666.67;667;"2022-01-28"
"Tharsika eugin ";"SET262";"SET262-KR-NP-M";"M";1;887.5;888;"2022-01-28"
"Tharsika eugin ";"SET266";"SET266-KR-NP-M";"M";1;925.0;925;"2022-01-28"
"Tharsika eugin ";"SET268";"SET268-KR-NP-M";"M";1;925.0;925;"2022-01-28"
"Tharsika eugin ";"SET058";"SET058-KR-NP-M";"M";1;957.5;958;"2022-01-28"
"Tharsika eugin ";"SET303";"SET303-KR-NP-S";"S";1;975.0;975;"2022-01-28"
"Tharsika eugin ";"SET043";"SET043-KR-NP-S";"S";1;1175.0;1175;"2022-01-28"
"Tharsika eugin ";"SET316";"SET316-KR-DPT-S";"S";1;1312.58;1313;"2022-01-28"
"Tharsika eugin ";"SET193";"SET193-KR-NP-S";"S";1;812.5;812;"2022-01-28"
"Tharsika eugin ";"J0250";"J0250-SKD-M";"M";1;1037.5;1038;"2022-01-28"
"Tharsika eugin ";"SET265";"SET265-KR-NP-S";"S";1;975.0;975;"2022-01-28"
"Mulberries boutique";"J0012";"J0012-SKD-XL";"XL";1;1387.5;1388;"2022-01-29"
"Mulberries boutique";"J0012";"J0012-SKD-M";"M";1;1387.5;1388;"2022-01-29"
"Mulberries boutique";"J0012";"J0012-SKD-S";"S";1;1387.5;1388;"2022-01-29"
"Mulberries boutique";"J0012";"J0012-SKD-XS";"XS";1;1387.5;1388;"2022-01-29"
"Mulberries boutique";"SET245";"SET245-KR-NP-M";"M";1;1178.75;1179;"2022-01-29"
"Mulberries boutique";"SET245";"SET245-KR-NP-S";"S";1;1178.75;1179;"2022-01-29"
"Mulberries boutique";"SET252";"SET252-KR-PP-XXL";"XXL";1;847.5;848;"2022-01-29"
"Mulberries boutique";"SET252";"SET252-KR-PP-XXXL";"XXXL";1;847.5;848;"2022-01-29"
"Mulberries boutique";"SET268";"SET268-KR-NP-XXXL";"XXXL";1;925.0;925;"2022-01-29"
"Mulberries boutique";"SET252";"SET252-KR-PP-XL.";"XL";1;847.5;848;"2022-01-29"
"Mulberries boutique";"SET268";"SET268-KR-NP-XXL";"XXL";1;925.0;925;"2022-01-29"
"Mulberries boutique";"SET252";"SET252-KR-PP-L";"L";1;847.5;848;"2022-01-29"
"Mulberries boutique";"SET252";"SET252-KR-PP-XS.";"XS";1;847.5;848;"2022-01-29"
"Mulberries boutique";"SET268";"SET268-KR-NP-XL";"XL";1;925.0;925;"2022-01-29"
"Mulberries boutique";"SET268";"SET268-KR-NP-L";"L";1;925.0;925;"2022-01-29"
"Mulberries boutique";"SET252";"SET252-KR-PP-S.";"S";1;847.5;848;"2022-01-29"
"Mulberries boutique";"SET252";"SET252-KR-PP-M.";"M";1;847.5;848;"2022-01-29"
"Mulberries boutique";"SET268";"SET268-KR-NP-XS";"XS";1;925.0;925;"2022-01-29"
"Mulberries boutique";"SET268";"SET268-KR-NP-M";"M";1;925.0;925;"2022-01-29"
"Mulberries boutique";"SET268";"SET268-KR-NP-S";"S";1;925.0;925;"2022-01-29"
"Mulberries boutique";"J0012";"J0012-SKD-L";"L";1;1387.5;1388;"2022-01-29"
"Mulberries boutique";"J0012";"J0012-SKD-XXL";"XXL";1;1387.5;1388;"2022-01-29"
"Mulberries boutique";"J0012";"J0012-SKD-XXXL";"XXXL";1;1387.5;1388;"2022-01-29"
"Mulberries boutique";"SET225";"SET225-KR-NP-L";"L";1;767.5;768;"2022-01-29"
"Mulberries boutique";"SET227";"SET227-KR-PP-M";"M";1;810.0;810;"2022-01-29"
"Mulberries boutique";"SET227";"SET227-KR-PP-XL";"XL";1;810.0;810;"2022-01-29"
"Mulberries boutique";"SET245";"SET245-KR-NP-L";"L";1;1178.75;1179;"2022-01-29"
"Mulberries boutique";"SET245";"SET245-KR-NP-XL";"XL";1;1178.75;1179;"2022-01-29"
"Mulberries boutique";"SET245";"SET245-KR-NP-XXL";"XXL";1;1178.75;1179;"2022-01-29"
"Mulberries boutique";"SET306";"SET306-KR-PP-L";"L";1;737.5;738;"2022-01-29"
"Mulberries boutique";"SET306";"SET306-KR-PP-M";"M";1;737.5;738;"2022-01-29"
"Mulberries boutique";"SET306";"SET306-KR-PP-XL";"XL";1;737.5;738;"2022-01-29"
"Mulberries boutique";"SET345";"SET345-KR-NP-XS";"XS";1;687.5;688;"2022-01-29"
"Mulberries boutique";"SET389";"SET389-KR-NP-L";"L";1;1000.0;1000;"2022-01-29"
"Mulberries boutique";"SET389";"SET389-KR-NP-M";"M";1;1000.0;1000;"2022-01-29"
"Mulberries boutique";"SET389";"SET389-KR-NP-S";"S";1;1000.0;1000;"2022-01-29"
"Mulberries boutique";"SET389";"SET389-KR-NP-XL";"XL";1;1000.0;1000;"2022-01-29"
"Mulberries boutique";"SET389";"SET389-KR-NP-XS";"XS";1;1000.0;1000;"2022-01-29"
"Mulberries boutique";"SET389";"SET389-KR-NP-XXL";"XXL";1;1000.0;1000;"2022-01-29"
"Mulberries boutique";"SET389";"SET389-KR-NP-XXXL";"XXXL";1;1000.0;1000;"2022-01-29"
"Mulberries boutique";"J0002";"J0002-SKD-M";"M";1;1350.0;1350;"2022-01-29"
"Mulberries boutique";"J0002";"J0002-SKD-S";"S";1;1350.0;1350;"2022-01-29"
"Mulberries boutique";"J0002";"J0002-SKD-XS";"XS";1;1350.0;1350;"2022-01-29"
"Mulberries boutique";"J0226";"J0226-SKD-S";"S";1;1862.5;1862;"2022-01-29"
"Mulberries boutique";"J0226";"J0226-SKD-XL";"XL";1;1862.5;1862;"2022-01-29"
"Mulberries boutique";"J0226";"J0226-SKD-XS";"XS";1;1862.5;1862;"2022-01-29"
"Mulberries boutique";"J0226";"J0226-SKD-XXL";"XXL";1;1862.5;1862;"2022-01-29"
"Mulberries boutique";"JNE3434";"JNE3434-KR-L";"L";1;425.0;425;"2022-01-29"
"Mulberries boutique";"JNE3434";"JNE3434-KR-M";"M";1;425.0;425;"2022-01-29"
"Mulberries boutique";"JNE3434";"JNE3434-KR-S";"S";1;425.0;425;"2022-01-29"
"Mulberries boutique";"JNE3434";"JNE3434-KR-XL";"XL";1;425.0;425;"2022-01-29"
"Mulberries boutique";"SET225";"SET225-KR-NP-M";"M";1;767.5;768;"2022-01-29"
"Mulberries boutique";"SET225";"SET225-KR-NP-XL";"XL";1;767.5;768;"2022-01-29"
"Mulberries boutique";"SET227";"SET227-KR-PP-L";"L";1;810.0;810;"2022-01-29"
"Mulberries boutique";"SET304";"SET304-KR-DPT-XXXL";"XXXL";1;1350.0;1350;"2022-01-29"
"Mulberries boutique";"SET306";"SET306-KR-PP-XXL";"XXL";1;737.5;738;"2022-01-29"
"Mulberries boutique";"SET306";"SET306-KR-PP-XXXL";"XXXL";1;737.5;738;"2022-01-29"
"Mulberries boutique";"SET316";"SET316-KR-DPT-XXL";"XXL";1;1312.5;1312;"2022-01-29"
"Mulberries boutique";"SET337";"SET337-KR-NP-M";"M";1;1275.0;1275;"2022-01-29"
"Mulberries boutique";"J0002";"J0002-SKD-XL";"XL";1;1350.0;1350;"2022-01-29"
"Mulberries boutique";"J0002";"J0002-SKD-XXXL";"XXXL";1;1350.0;1350;"2022-01-29"
"Mulberries boutique";"J0226";"J0226-SKD-XXXL";"XXXL";1;1862.5;1862;"2022-01-29"
"Mulberries boutique";"J0237";"J0237-SKD-XS";"XS";1;1625.0;1625;"2022-01-29"
"Mulberries boutique";"J0237";"J0237-SKD-XXXL";"XXXL";1;1625.0;1625;"2022-01-29"
"Mulberries boutique";"J0249";"J0249-SKD-XXL";"XXL";1;1037.5;1038;"2022-01-29"
"Mulberries boutique";"JNE3434";"JNE3434-KR-XXL";"XXL";1;425.0;425;"2022-01-29"
"Mulberries boutique";"SET225";"SET225-KR-NP-S";"S";1;767.5;768;"2022-01-29"
"Mulberries boutique";"SET225";"SET225-KR-NP-XS";"XS";1;767.5;768;"2022-01-29"
"Mulberries boutique";"SET225";"SET225-KR-NP-XXL";"XXL";1;767.5;768;"2022-01-29"
"Mulberries boutique";"SET304";"SET304-KR-DPT-XL";"XL";1;1350.0;1350;"2022-01-29"
"Mulberries boutique";"SET306";"SET306-KR-PP-S";"S";1;737.5;738;"2022-01-29"
"Mulberries boutique";"SET306";"SET306-KR-PP-XS";"XS";1;737.5;738;"2022-01-29"
"Mulberries boutique";"SET316";"SET316-KR-DPT-L";"L";1;1312.5;1312;"2022-01-29"
"Mulberries boutique";"SET316";"SET316-KR-DPT-XL";"XL";1;1312.5;1312;"2022-01-29"
"Mulberries boutique";"SET337";"SET337-KR-NP-L";"L";1;1275.0;1275;"2022-01-29"
"Mulberries boutique";"SET345";"SET345-KR-NP-S";"S";1;687.5;688;"2022-01-29"
"Mulberries boutique";"SET345";"SET345-KR-NP-XL";"XL";1;687.5;688;"2022-01-29"
"Mulberries boutique";"SET345";"SET345-KR-NP-XXXL";"XXXL";1;687.5;688;"2022-01-29"
"Mulberries boutique";"J0002";"J0002-SKD-L";"L";1;1350.0;1350;"2022-01-29"
"Mulberries boutique";"J0002";"J0002-SKD-XXL";"XXL";1;1350.0;1350;"2022-01-29"
"Mulberries boutique";"J0226";"J0226-SKD-M";"M";1;1862.5;1862;"2022-01-29"
"Mulberries boutique";"J0237";"J0237-SKD-L";"L";1;1625.0;1625;"2022-01-29"
"Mulberries boutique";"J0237";"J0237-SKD-S";"S";1;1625.0;1625;"2022-01-29"
"Mulberries boutique";"J0242";"J0242-SKD-XL";"XL";1;1350.0;1350;"2022-01-29"
"Mulberries boutique";"J0242";"J0242-SKD-XS";"XS";1;1350.0;1350;"2022-01-29"
"Mulberries boutique";"J0249";"J0249-SKD-XL";"XL";1;1037.5;1038;"2022-01-29"
"Mulberries boutique";"J0249";"J0249-SKD-XS";"XS";1;1037.5;1038;"2022-01-29"
"Mulberries boutique";"J0249";"J0249-SKD-XXXL";"XXXL";1;1037.5;1038;"2022-01-29"
"Mulberries boutique";"JNE3434";"JNE3434-KR-XS";"XS";1;425.0;425;"2022-01-29"
"Mulberries boutique";"SET227";"SET227-KR-PP-S";"S";1;810.0;810;"2022-01-29"
"Mulberries boutique";"SET227";"SET227-KR-PP-XS";"XS";1;810.0;810;"2022-01-29"
"Mulberries boutique";"SET245";"SET245-KR-NP-XXXL";"XXXL";1;1178.75;1179;"2022-01-29"
"Mulberries boutique";"SET316";"SET316-KR-DPT-S";"S";1;1312.5;1312;"2022-01-29"
"Mulberries boutique";"SET337";"SET337-KR-NP-S";"S";1;1275.0;1275;"2022-01-29"
"Mulberries boutique";"SET345";"SET345-KR-NP-L";"L";1;687.5;688;"2022-01-29"
"Mulberries boutique";"J0237";"J0237-SKD-M";"M";1;1625.0;1625;"2022-01-29"
"Mulberries boutique";"J0237";"J0237-SKD-XL";"XL";1;1625.0;1625;"2022-01-29"
"Mulberries boutique";"J0237";"J0237-SKD-XXL";"XXL";1;1625.0;1625;"2022-01-29"
"Mulberries boutique";"J0242";"J0242-SKD-L";"L";1;1350.0;1350;"2022-01-29"
"Mulberries boutique";"J0242";"J0242-SKD-M";"M";1;1350.0;1350;"2022-01-29"
"Mulberries boutique";"J0242";"J0242-SKD-XXL";"XXL";1;1350.0;1350;"2022-01-29"
"Mulberries boutique";"J0242";"J0242-SKD-XXXL";"XXXL";1;1350.0;1350;"2022-01-29"
"Mulberries boutique";"J0249";"J0249-SKD-M";"M";1;1037.5;1038;"2022-01-29"
"Mulberries boutique";"J0249";"J0249-SKD-S";"S";1;1037.5;1038;"2022-01-29"
"Mulberries boutique";"JNE3434";"JNE3434-KR-XXXL";"XXXL";1;425.0;425;"2022-01-29"
"Mulberries boutique";"SET225";"SET225-KR-NP-XXXL";"XXXL";1;767.5;768;"2022-01-29"
"Mulberries boutique";"SET227";"SET227-KR-PP-XXL";"XXL";1;810.0;810;"2022-01-29"
"Mulberries boutique";"SET227";"SET227-KR-PP-XXXL";"XXXL";1;810.0;810;"2022-01-29"
"Mulberries boutique";"SET304";"SET304-KR-DPT-XXL";"XXL";1;1350.0;1350;"2022-01-29"
"Mulberries boutique";"SET316";"SET316-KR-DPT-M";"M";1;1312.5;1312;"2022-01-29"
"Mulberries boutique";"SET316";"SET316-KR-DPT-XXXL";"XXXL";1;1312.5;1312;"2022-01-29"
"Mulberries boutique";"SET337";"SET337-KR-NP-XS";"XS";1;1275.0;1275;"2022-01-29"
"Mulberries boutique";"J0003";"J0003-SET-L";"L";1;737.5;738;"2022-01-29"
"Mulberries boutique";"J0003";"J0003-SET-M";"M";1;737.5;738;"2022-01-29"
"Mulberries boutique";"J0003";"J0003-SET-S";"S";1;737.5;738;"2022-01-29"
"Mulberries boutique";"J0003";"J0003-SET-XL";"XL";1;737.5;738;"2022-01-29"
"Mulberries boutique";"J0003";"J0003-SET-XS";"XS";1;737.5;738;"2022-01-29"
"Mulberries boutique";"J0003";"J0003-SET-XXL";"XXL";1;737.5;738;"2022-01-29"
"Mulberries boutique";"J0003";"J0003-SET-XXXL";"XXXL";1;737.5;738;"2022-01-29"
"Mulberries boutique";"J0226";"J0226-SKD-L";"L";1;1862.5;1862;"2022-01-29"
"Mulberries boutique";"J0242";"J0242-SKD-S";"S";1;1350.0;1350;"2022-01-29"
"Mulberries boutique";"J0249";"J0249-SKD-L";"L";1;1037.5;1038;"2022-01-29"
"Mulberries boutique";"SET245";"SET245-KR-NP-XS";"XS";1;1178.75;1179;"2022-01-29"
"Mulberries boutique";"SET304";"SET304-KR-DPT-L";"L";1;1350.0;1350;"2022-01-29"
"Mulberries boutique";"SET304";"SET304-KR-DPT-M";"M";1;1350.0;1350;"2022-01-29"
"Mulberries boutique";"SET304";"SET304-KR-DPT-S";"S";1;1350.0;1350;"2022-01-29"
"Mulberries boutique";"SET304";"SET304-KR-DPT-XS";"XS";1;1350.0;1350;"2022-01-29"
"Mulberries boutique";"SET316";"SET316-KR-DPT-XS";"XS";1;1312.5;1312;"2022-01-29"
"Mulberries boutique";"SET337";"SET337-KR-NP-XL";"XL";1;1275.0;1275;"2022-01-29"
"Mulberries boutique";"SET337";"SET337-KR-NP-XXL";"XXL";1;1275.0;1275;"2022-01-29"
"Mulberries boutique";"SET345";"SET345-KR-NP-M";"M";1;687.5;688;"2022-01-29"
"Mulberries boutique";"SET345";"SET345-KR-NP-XXL";"XXL";1;687.5;688;"2022-01-29"
"Jevi";"JNE3750";"JNE3750-KR-XS";"XS";1;500.0;500;"2022-01-29"
"Jevi";"JNE3750";"JNE3750-KR-S";"S";1;500.0;500;"2022-01-29"
"Jevi";"JNE3750";"JNE3750-KR-M";"M";1;500.0;500;"2022-01-29"
"Jevi";"JNE3750";"JNE3750-KR-L";"L";1;500.0;500;"2022-01-29"
"Jevi";"JNE3750";"JNE3750-KR-XL";"XL";1;500.0;500;"2022-01-29"
"Jevi";"JNE3750";"JNE3750-KR-XXL";"XXL";1;500.0;500;"2022-01-29"
"Jevi";"JNE3750";"JNE3750-KR-XXXL";"XXXL";1;500.0;500;"2022-01-29"
"Jevi";"JNE3489";"JNE3489-KR-XS";"XS";1;425.0;425;"2022-01-29"
"Jevi";"JNE3489";"JNE3489-KR-S";"S";1;425.0;425;"2022-01-29"
"Jevi";"JNE3489";"JNE3489-KR-M";"M";1;425.0;425;"2022-01-29"
"Jevi";"JNE3489";"JNE3489-KR-L";"L";1;425.0;425;"2022-01-29"
"Jevi";"JNE3489";"JNE3489-KR-XL";"XL";1;425.0;425;"2022-01-29"
"Jevi";"JNE3489";"JNE3489-KR-XXL";"XXL";2;425.0;850;"2022-01-29"
"Jevi";"JNE3489";"JNE3489-KR-XXXL";"XXXL";1;425.0;425;"2022-01-29"
"Jevi";"JNE3435";"JNE3435-KR-XS";"XS";1;390.0;390;"2022-01-29"
"Jevi";"JNE3435";"JNE3435-KR-S";"S";1;390.0;390;"2022-01-29"
"Jevi";"JNE3435";"JNE3435-KR-M";"M";1;390.0;390;"2022-01-29"
"Jevi";"JNE3435";"JNE3435-KR-L";"L";1;390.0;390;"2022-01-29"
"Jevi";"JNE3435";"JNE3435-KR-XL";"XL";1;390.0;390;"2022-01-29"
"Jevi";"JNE3435";"JNE3435-KR-XXL";"XXL";1;390.0;390;"2022-01-29"
"Jevi";"JNE3435";"JNE3435-KR-XXXL";"XXXL";1;390.0;390;"2022-01-29"
"Jevi";"JNE3560";"JNE3560-KR-XS";"XS";1;462.5;462;"2022-01-29"
"Jevi";"JNE3560";"JNE3560-KR-S";"S";1;462.5;462;"2022-01-29"
"Jevi";"JNE3560";"JNE3560-KR-M";"M";1;462.5;462;"2022-01-29"
"Jevi";"JNE3560";"JNE3560-KR-L";"L";1;462.5;462;"2022-01-29"
"Jevi";"JNE3560";"JNE3560-KR-XL";"XL";1;462.5;462;"2022-01-29"
"Jevi";"JNE3560";"JNE3560-KR-XXL";"XXL";1;462.5;462;"2022-01-29"
"Jevi";"JNE3560";"JNE3560-KR-XXXL";"XXXL";2;462.5;925;"2022-01-29"
"Divya";"J0005";"J0005-DR-XL";"XL";1;925.0;925;"2022-01-31"
"Divya";"J0006";"J0006-SET-XL";"XL";1;925.0;925;"2022-01-31"
"Divya";"J0101";"J0101-DR-L";"L";1;1151.25;1151;"2022-01-31"
"Divya";"SET186";"SET186-KR-DH-M";"M";1;925.0;925;"2022-01-31"
"Divya";"J0014";"J0014-LCD-XL";"XL";1;1312.5;1312;"2022-01-31"
"Divya";"J0005";"J0005-DR-XXL";"XXL";1;925.0;925;"2022-01-31"
"Divya";"J0232";"J0232-SKD-L";"L";1;1275.0;1275;"2022-01-31"
"Divya";"J0230";"J0230-SKD-L";"L";1;1425.0;1425;"2022-01-31"
"Divya";"SET267";"SET267-KR-NP-L";"L";1;925.0;925;"2022-01-31"
"Divya";"SET038";"SET038-KR-PP-XL";"XL";1;775.0;775;"2022-01-31"
"Revathy loganathan";"JNE3827";"CMB5-JNE3827";"Free";5;299.0;1495;"2022-02-05"
"Revathy loganathan";"JNE3852";"CMB5-JNE3852";"Free";5;299.0;1495;"2022-02-05"
"Revathy loganathan";"JNE3848";"CMB5-JNE3848";"Free";5;299.0;1495;"2022-02-05"
"Revathy loganathan";"JNE3853";"CMB5-JNE3853";"Free";5;299.0;1495;"2022-02-05"
"Revathy loganathan";"JNE3831";"CMB5-JNE3831";"Free";5;299.0;1495;"2022-02-05"
"Revathy loganathan";"JNE3851";"CMB5-JNE3851";"Free";5;299.0;1495;"2022-02-05"
"Revathy loganathan";"JNE3830";"CMB5-JNE3830";"Free";5;299.0;1495;"2022-02-05"
"Revathy loganathan";"JNE3832";"CMB5-JNE3832";"Free";5;299.0;1495;"2022-02-05"
"Thilas bombay boutique sdn bhd";"JNE3826";"CMB5-JNE3826";"Free";5;299.0;1495;"2022-02-05"
"Thilas bombay boutique sdn bhd";"JNE3828";"CMB5-JNE3828";"Free";5;299.0;1495;"2022-02-05"
"Thilas bombay boutique sdn bhd";"JNE3848";"CMB5-JNE3848";"Free";5;299.0;1495;"2022-02-05"
"Thilas bombay boutique sdn bhd";"JNE3849";"CMB5-JNE3849";"Free";5;299.0;1495;"2022-02-05"
"Thilas bombay boutique sdn bhd";"JNE3853";"CMB5-JNE3853";"Free";5;299.0;1495;"2022-02-05"
"Thilas bombay boutique sdn bhd";"JNE3855";"CMB5-JNE3855";"Free";5;299.0;1495;"2022-02-05"
"Thilas bombay boutique sdn bhd";"JNE3851";"CMB5-JNE3851";"Free";5;299.0;1495;"2022-02-05"
"Thilas bombay boutique sdn bhd";"JNE3850";"CMB5-JNE3850";"Free";5;299.0;1495;"2022-02-05"
"Mr.jeyaraj";"JNE3528";"JNE3528-KR-XXXL";"XXXL";1;425.0;425;"2022-02-05"
"Mr.jeyaraj";"JNE3528";"JNE3528-KR-S";"S";1;425.0;425;"2022-02-05"
"Mr.jeyaraj";"JNE3528";"JNE3528-KR-M";"M";1;425.0;425;"2022-02-05"
"Mr.jeyaraj";"JNE3528";"JNE3528-KR-L";"L";1;425.0;425;"2022-02-05"
"Mr.jeyaraj";"JNE3528";"JNE3528-KR-XL";"XL";1;425.0;425;"2022-02-05"
"Mr.jeyaraj";"JNE3528";"JNE3528-KR-XXL";"XXL";1;425.0;425;"2022-02-05"
"Mr.jeyaraj";"JNE1998";"JNE1998-KR-311-S";"S";1;442.5;442;"2022-02-05"
"Mr.jeyaraj";"JNE1998";"JNE1998-KR-311-M";"M";1;442.5;442;"2022-02-05"
"Mr.jeyaraj";"JNE1998";"JNE1998-KR-311-L";"L";1;442.5;442;"2022-02-05"
"Mr.jeyaraj";"JNE1998";"JNE1998-KR-311-XL";"XL";1;442.5;442;"2022-02-05"
"Mr.jeyaraj";"JNE1998";"JNE1998-KR-311-XXL";"XXL";1;442.5;442;"2022-02-05"
"Mr.jeyaraj";"JNE3564";"JNE3564-KR-S";"S";1;425.0;425;"2022-02-05"
"Mr.jeyaraj";"JNE3564";"JNE3564-KR-M";"M";1;425.0;425;"2022-02-05"
"Mr.jeyaraj";"JNE3564";"JNE3564-KR-L";"L";1;425.0;425;"2022-02-05"
"Mr.jeyaraj";"JNE3564";"JNE3564-KR-XL";"XL";1;425.0;425;"2022-02-05"
"Mr.jeyaraj";"JNE3564";"JNE3564-KR-XXL";"XXL";1;425.0;425;"2022-02-05"
"Mr.jeyaraj";"JNE2009";"JNE2009-KR-310-S";"S";1;442.5;442;"2022-02-05"
"Mr.jeyaraj";"JNE2009";"JNE2009-KR-310-M";"M";1;442.5;442;"2022-02-05"
"Mr.jeyaraj";"JNE2009";"JNE2009-KR-310-L";"L";1;442.5;442;"2022-02-05"
"Mr.jeyaraj";"JNE2009";"JNE2009-KR-310-XL";"XL";1;442.5;442;"2022-02-05"
"Mr.jeyaraj";"JNE2009";"JNE2009-KR-310-XXL";"XXL";1;442.5;442;"2022-02-05"
"Abbi collection ";"JNE3615";"JNE3615-KR-XXL";"XXL";1;511.25;511;"2022-02-05"
"Abbi collection ";"JNE3615";"JNE3615-KR-L";"L";1;511.25;511;"2022-02-05"
"Abbi collection ";"JNE3718";"JNE3718-KR-XXXL";"XXXL";1;525.0;525;"2022-02-05"
"Abbi collection ";"JNE3718";"JNE3718-KR-XXL";"XXL";1;525.0;525;"2022-02-05"
"Abbi collection ";"SET038";"SET038-KR-PP-XXXL";"XXXL";1;775.0;775;"2022-02-05"
"Abbi collection ";"SET038";"SET038-KR-PP-L";"L";1;775.0;775;"2022-02-05"
"Abbi collection ";"SET187";"SET187-KR-DH-L";"L";1;775.0;775;"2022-02-05"
"Abbi collection ";"SET182";"SET182-KR-DH-XXL";"XXL";1;812.5;812;"2022-02-05"
"Abbi collection ";"SET182";"SET182-KR-DH-M";"M";1;812.5;812;"2022-02-05"
"Abbi collection ";"J0252";"J0252-SKD-XXXL";"XXXL";1;1037.5;1038;"2022-02-05"
"Abbi collection ";"J0249";"J0249-SKD-XXL";"XXL";1;1037.5;1038;"2022-02-05"
"Abbi collection ";"J0120";"J0120-TP-XXL";"XXL";1;387.5;388;"2022-02-05"
"Abbi collection ";"J0005";"J0005-DR-XXL";"XXL";1;925.0;925;"2022-02-05"
"Abbi collection ";"JNE3627";"JNE3627-KR-L";"L";1;438.75;439;"2022-02-05"
"Abbi collection ";"JNE3627";"JNE3627-KR-XXXL";"XXXL";1;438.75;439;"2022-02-05"
"Abbi collection ";"JNE3627";"JNE3627-KR-XS";"XS";1;438.75;439;"2022-02-05"
