"customer";"style";"sku";"size";"pcs";"rate";"gross_amt";"sale_date"
"Revathy loganathan";"MEN5004";"MEN5004-KR-L";"L";1;616.56;617;"2021-06-05"
"Revathy loganathan";"MEN5004";"MEN5004-KR-XL";"XL";1;616.56;617;"2021-06-05"
"Revathy loganathan";"MEN5004";"MEN5004-KR-XXL";"XXL";1;616.56;617;"2021-06-05"
"Revathy loganathan";"MEN5009";"MEN5009-KR-L";"L";1;616.56;617;"2021-06-05"
"Revathy loganathan";"MEN5011";"MEN5011-KR-L";"L";1;616.56;617;"2021-06-05"
"Revathy loganathan";"MEN5025";"MEN5025-KR-L";"L";1;649.03;649;"2021-06-05"
"Revathy loganathan";"MEN5015";"MEN5015-KR-XL";"XL";1;616.56;617;"2021-06-05"
"Revathy loganathan";"MEN5022";"MEN5022-KR-XXL";"XXL";1;649.03;649;"2021-06-05"
"Revathy loganathan";"MEN5014";"MEN5014-KR-S";"S";1;649.03;649;"2021-06-05"
"Revathy loganathan";"MEN5013";"MEN5013-KR-S";"S";1;649.03;649;"2021-06-05"
"Revathy loganathan";"MEN5013";"MEN5013-KR-XXL";"XXL";1;649.03;649;"2021-06-05"
"Revathy loganathan";"MEN5003";"MEN5003-KR-L";"L";1;616.56;617;"2021-06-05"
"Revathy loganathan";"MEN5003";"MEN5003-KR-XXL";"XXL";1;616.56;617;"2021-06-05"
"Revathy loganathan";"MEN5028";"MEN5028-KR-L";"L";1;649.03;649;"2021-06-05"
"Revathy loganathan";"MEN5028";"MEN5028-KR-XXL";"XXL";1;649.03;649;"2021-06-05"
"Revathy loganathan";"MEN5006";"MEN5006-KR-XL";"XL";1;649.03;649;"2021-06-05"
"Revathy loganathan";"BL097";"BL097-M";"M";1;324.35;324;"2021-06-05"
"Revathy loganathan";"BL104";"BL104-M";"M";1;421.85;422;"2021-06-05"
"Revathy loganathan";"BL104";"BL104-XL";"XL";1;421.85;422;"2021-06-05"
"Revathy loganathan";"BL103";"BL103-S";"S";1;389.35;389;"2021-06-05"
"Faria essopp";"J0001";"J0001-DR-L";"L";1;584.35;584;"2021-06-08"
"Faria essopp";"JNE3660";"JNE3660-TP-L";"L";1;421.85;422;"2021-06-08"
"Faria essopp";"JNE3647";"JNE3647-TP-XL";"XL";1;421.85;422;"2021-06-08"
"Faria essopp";"J0116";"J0116-TP-XL";"XL";1;421.85;422;"2021-06-08"
"Faria essopp";"J0165";"J0165-TP-L";"L";1;454.35;454;"2021-06-08"
"Faria essopp";"JNE3656";"JNE3656-TP-XL";"XL";1;454.35;454;"2021-06-08"
"Faria essopp";"JNE3673";"JNE3673-TU-XL";"XL";1;519.35;519;"2021-06-08"
"Faria essopp";"JNE3649";"JNE3649-TP-L";"L";1;486.85;487;"2021-06-08"
"Faria essopp";"JNE3653";"JNE3653-TP-L";"L";1;454.35;454;"2021-06-08"
"Faria essopp";"JNE3651";"JNE3651-TP-L";"L";1;454.35;454;"2021-06-08"
"Faria essopp";"JNE3712";"JNE3712-TP-L";"L";1;454.35;454;"2021-06-08"
"Faria essopp";"J0036";"J0036-TP-XL";"XL";1;531.25;531;"2021-06-08"
"Faria essopp";"JNE3658";"JNE3658-TP-L";"L";1;421.85;422;"2021-06-08"
"Faria essopp";"JNE3652";"JNE3652-TP-XL";"XL";1;421.85;422;"2021-06-08"
"Faria essopp";"JNE3643";"JNE3643-TP-L";"L";1;356.85;357;"2021-06-08"
"Faria essopp";"JNE3643";"JNE3643-TP-XL";"XL";1;356.85;357;"2021-06-08"
"Faria essopp";"JNE3672";"JNE3672-TU-XL";"XL";1;486.85;487;"2021-06-08"
"Faria essopp";"JNE3674";"JNE3674-TU-XL";"XL";1;486.85;487;"2021-06-08"
"Faria essopp";"JNE3670";"JNE3670-TU-L";"L";1;519.35;519;"2021-06-08"
"Faria essopp";"J0122";"J0122-TP-L";"L";1;421.85;422;"2021-06-08"
"Faria essopp";"J0119";"J0119-TP-L";"L";1;421.85;422;"2021-06-08"
"Faria essopp";"JNE3421";"JNE3421-KR-XL";"XL";1;421.85;422;"2021-06-08"
"Faria essopp";"JNE3467";"JNE3467-KR-XL";"XL";1;519.35;519;"2021-06-08"
"Faria essopp";"JNE3030";"JNE3030-KR-L";"L";1;746.85;747;"2021-06-08"
"Faria essopp";"JNE3657";"JNE3657-TP-XL";"XL";1;421.85;422;"2021-06-08"
"Faria essopp";"JNE3667";"JNE3667-TP-XL";"XL";1;454.35;454;"2021-06-08"
"Faria essopp";"J0092";"J0092-SET-L";"L";1;1071.85;1072;"2021-06-08"
"Faria essopp";"JNE3659";"JNE3659-TP-L";"L";1;389.35;389;"2021-06-08"
"Faria essopp";"J0214";"J0214-TP-L";"L";1;649.35;649;"2021-06-08"
"Faria essopp";"J0201";"J0201-TP-L";"L";1;584.35;584;"2021-06-08"
"Faria essopp";"J0197";"J0197-TP-L";"L";1;584.35;584;"2021-06-08"
"Faria essopp";"J0213";"J0213-TP-L";"L";1;584.35;584;"2021-06-08"
"Faria essopp";"JNE3640";"JNE3640-TP-XL";"XL";1;454.35;454;"2021-06-08"
"Faria essopp";"J0233";"J0233-SKD-L";"L";1;1429.35;1429;"2021-06-08"
"Faria essopp";"J0237";"J0237-SKD-L";"L";1;1494.35;1494;"2021-06-08"
"Faria essopp";"J0234";"J0234-SKD-L";"L";1;1201.85;1202;"2021-06-08"
"Faria essopp";"JNE3535";"JNE3535-KR-XL";"XL";1;389.35;389;"2021-06-08"
"Faria essopp";"JNE3497";"JNE3497-KR-L";"L";1;454.35;454;"2021-06-08"
"Faria essopp";"JNE1525";"KURTI";"Free";1;421.85;422;"2021-06-08"
"Faria essopp";"JNE2305";"JNE2305-KR-533-L";"L";1;421.85;422;"2021-06-08"
"Faria essopp";"JNE3365";"JNE3365-KR-1052-L";"L";1;421.85;422;"2021-06-08"
"Faria essopp";"JNE2270";"JNE2270-KR-487-L";"L";1;551.85;552;"2021-06-08"
"Faria essopp";"SET094";"SET094-KR-NP-XL";"XL";1;941.85;942;"2021-06-08"
"Faria essopp";"JNE2049";"JNE2049-KR-351-XL";"XL";1;486.85;487;"2021-06-08"
"Faria essopp";"CH202";"CH202-ORANGE-XXL";"XXL";1;291.85;292;"2021-06-08"
"Faria essopp";"BTM029";"BTM029-NP-XXL";"XXL";1;356.85;357;"2021-06-08"
"Faria essopp";"BTM008";"BTM008-XXL";"XXL";1;356.85;357;"2021-06-08"
"Faria essopp";"BTM035";"BTM035-NP-XXL";"XXL";1;356.85;357;"2021-06-08"
"Faria essopp";"CH209";"CH209-BIEGE-XXL";"XXL";1;291.85;292;"2021-06-08"
"Faria essopp";"CH208";"CH208-MUSTARD-XXL";"XXL";1;291.85;292;"2021-06-08"
"Faria essopp";"CH207";"CH207-PINK-XXL";"XXL";1;291.85;292;"2021-06-08"
"Faria essopp";"CH205";"CH205-YELLOW-XXL";"XXL";1;291.85;292;"2021-06-08"
"Faria essopp";"CH213";"CH213-BROWN-XXL";"XXL";1;291.85;292;"2021-06-08"
"Faria essopp";"J0024";"J0024-KR-L";"L";1;519.35;519;"2021-06-08"
"Mangalam shop";"J0109";"J0109-SKD-L";"L";1;1071.85;1072;"2021-06-11"
"Mangalam shop";"J0109";"J0109-SKD-XXL";"XXL";1;1071.85;1072;"2021-06-11"
"Mangalam shop";"J0109";"J0109-SKD-XL";"XL";1;1071.85;1072;"2021-06-11"
"Mangalam shop";"J0109";"J0109-SKD-XS";"XS";1;1071.85;1072;"2021-06-11"
"Mangalam shop";"J0109";"J0109-SKD-S";"S";1;1071.85;1072;"2021-06-11"
"Mangalam shop";"J0109";"J0109-SKD-M";"M";1;1071.85;1072;"2021-06-11"
"Mangalam shop";"J0109";"J0109-SKD-XXXL";"XXXL";1;1071.85;1072;"2021-06-11"
"Mangalam shop";"J0110";"J0110-SKD-L";"L";1;1169.35;1169;"2021-06-11"
"Mangalam shop";"J0110";"J0110-SKD-XL";"XL";1;1169.35;1169;"2021-06-11"
"Mangalam shop";"J0110";"J0110-SKD-M";"M";1;1169.35;1169;"2021-06-11"
"Mangalam shop";"J0110";"J0110-SKD-XS";"XS";1;1169.35;1169;"2021-06-11"
"Mangalam shop";"J0110";"J0110-SKD-S";"S";1;1169.35;1169;"2021-06-11"
"Mangalam shop";"J0110";"J0110-SKD-XXL";"XXL";1;1169.35;1169;"2021-06-11"
"Mangalam shop";"J0110";"J0110-SKD-XXXL";"XXXL";1;1169.35;1169;"2021-06-11"
"Mangalam shop";"J0127";"J0127-SKD-XXL";"XXL";1;1104.35;1104;"2021-06-11"
"Mangalam shop";"J0127";"J0127-SKD-XS";"XS";1;1104.35;1104;"2021-06-11"
"Mangalam shop";"J0281";"J0281-SKD-XS";"XS";1;1494.35;1494;"2021-06-11"
"Mangalam shop";"J0281";"J0281-SKD-S";"S";1;1494.35;1494;"2021-06-11"
"Mangalam shop";"J0281";"J0281-SKD-M";"M";1;1494.35;1494;"2021-06-11"
"Mangalam shop";"J0281";"J0281-SKD-L";"L";1;1494.35;1494;"2021-06-11"
"Mangalam shop";"J0281";"J0281-SKD-XL";"XL";1;1494.35;1494;"2021-06-11"
"Mangalam shop";"J0281";"J0281-SKD-XXL";"XXL";1;1494.35;1494;"2021-06-11"
"Mangalam shop";"J0281";"J0281-SKD-XXXL";"XXXL";1;1494.35;1494;"2021-06-11"
"Mangalam shop";"J0285";"J0285-SKD-XS";"XS";1;1494.35;1494;"2021-06-11"
"Mangalam shop";"J0285";"J0285-SKD-S";"S";1;1494.35;1494;"2021-06-11"
"Mangalam shop";"J0285";"J0285-SKD-M";"M";1;1494.35;1494;"2021-06-11"
"Mangalam shop";"J0285";"J0285-SKD-L";"L";1;1494.35;1494;"2021-06-11"
"Mangalam shop";"J0285";"J0285-SKD-XL";"XL";1;1494.35;1494;"2021-06-11"
"Mangalam shop";"J0285";"J0285-SKD-XXL";"XXL";1;1494.35;1494;"2021-06-11"
"Mangalam shop";"J0285";"J0285-SKD-XXXL";"XXXL";1;1494.35;1494;"2021-06-11"
"Mangalam shop";"JNE3615";"JNE3615-KR-XS";"XS";1;454.35;454;"2021-06-11"
"Mangalam shop";"JNE3615";"JNE3615-KR-S";"S";1;454.35;454;"2021-06-11"
"Mangalam shop";"JNE3615";"JNE3615-KR-M";"M";1;454.35;454;"2021-06-11"
"Mangalam shop";"JNE3615";"JNE3615-KR-L";"L";1;454.35;454;"2021-06-11"
"Mangalam shop";"JNE3615";"JNE3615-KR-XL";"XL";1;454.35;454;"2021-06-11"
"Mangalam shop";"JNE3615";"JNE3615-KR-XXL";"XXL";1;454.35;454;"2021-06-11"
"Mangalam shop";"JNE3615";"JNE3615-KR-XXXL";"XXXL";1;454.35;454;"2021-06-11"
"Mangalam shop";"JNE3619";"JNE3619-KR-XS";"XS";1;486.85;487;"2021-06-11"
"Mangalam shop";"JNE3619";"JNE3619-KR-S";"S";1;486.85;487;"2021-06-11"
"Mangalam shop";"JNE3619";"JNE3619-KR-M";"M";1;486.85;487;"2021-06-11"
"Mangalam shop";"JNE3619";"JNE3619-KR-L";"L";1;486.85;487;"2021-06-11"
"Mangalam shop";"JNE3619";"JNE3619-KR-XL";"XL";1;486.85;487;"2021-06-11"
"Mangalam shop";"JNE3619";"JNE3619-KR-XXL";"XXL";1;486.85;487;"2021-06-11"
"Mangalam shop";"JNE3619";"JNE3619-KR-XXXL";"XXXL";1;486.85;487;"2021-06-11"
"Mangalam shop";"NW005";"NW005-ST-PJ-L";"L";1;811.85;812;"2021-06-11"
"Mangalam shop";"NW005";"NW005-ST-PJ-XL";"XL";1;811.85;812;"2021-06-11"
"Mangalam shop";"NW006";"NW006-ST-SR-L";"L";1;811.85;812;"2021-06-11"
"Mangalam shop";"NW013";"NW013-ST-SR-L";"L";1;649.35;649;"2021-06-11"
"Mangalam shop";"NW031";"NW031-TP-PJ-XL";"XL";1;779.35;779;"2021-06-11"
"Mangalam shop";"NW032";"NW032-ST-CP-L";"L";1;779.35;779;"2021-06-11"
"Mangalam shop";"SET217";"SET217-KR-PP-XS";"XS";1;1071.85;1072;"2021-06-11"
"Mangalam shop";"SET217";"SET217-KR-PP-S";"S";1;1071.85;1072;"2021-06-11"
"Mangalam shop";"SET217";"SET217-KR-PP-M";"M";1;1071.85;1072;"2021-06-11"
"Mangalam shop";"SET217";"SET217-KR-PP-L";"L";1;1071.85;1072;"2021-06-11"
"Mangalam shop";"SET217";"SET217-KR-PP-XL";"XL";1;1071.85;1072;"2021-06-11"
"Mangalam shop";"SET217";"SET217-KR-PP-XXL";"XXL";1;1071.85;1072;"2021-06-11"
"Mangalam shop";"SET217";"SET217-KR-PP-XXXL";"XXXL";1;1071.85;1072;"2021-06-11"
"Mangalam shop";"SET220";"SET220-KR-PP-M";"M";1;1136.85;1137;"2021-06-11"
"Mangalam shop";"SET220";"SET220-KR-PP-XXL";"XXL";1;1136.85;1137;"2021-06-11"
"Mangalam shop";"SET220";"SET220-KR-PP-L";"L";1;1136.85;1137;"2021-06-11"
"Mangalam shop";"SET220";"SET220-KR-PP-XL";"XL";1;1136.85;1137;"2021-06-11"
"Mangalam shop";"SET220";"SET220-KR-PP-XXXL";"XXXL";1;1136.85;1137;"2021-06-11"
"Mangalam shop";"SET220";"SET220-KR-PP-XS";"XS";1;1136.85;1137;"2021-06-11"
"Mangalam shop";"SET220";"SET220-KR-PP-S";"S";1;1136.85;1137;"2021-06-11"
"Thana nagisswary l marimuthu";"SET058";"SET058-KR-NP-L";"L";1;844.35;844;"2021-06-15"
"Thana nagisswary l marimuthu";"J0241";"J0241-SKD-L";"L";1;1299.35;1299;"2021-06-15"
"Thana nagisswary l marimuthu";"J0140";"J0140-SET-XS";"XS";1;941.85;942;"2021-06-15"
"Thana nagisswary l marimuthu";"JNE3669";"JNE3669-TU-S";"S";1;486.85;487;"2021-06-15"
"Thana nagisswary l marimuthu";"SET182";"SET182-KR-DH-M";"M";1;779.35;779;"2021-06-15"
"Thana nagisswary l marimuthu";"J0239";"J0239-SKD-XS";"XS";1;1364.35;1364;"2021-06-15"
"Thana nagisswary l marimuthu";"J0241";"J0241-SKD-XL";"XL";1;1299.35;1299;"2021-06-15"
"Thana nagisswary l marimuthu";"JNE3710";"JNE3710-DR-S";"S";1;616.85;617;"2021-06-15"
"Thana nagisswary l marimuthu";"JNE3629";"JNE3629-KR-S";"S";1;649.35;649;"2021-06-15"
"Thana nagisswary l marimuthu";"J0037";"J0037-KR-S";"S";1;779.35;779;"2021-06-15"
"Thana nagisswary l marimuthu";"J0243";"J0243-DR-XS";"XS";1;1039.35;1039;"2021-06-15"
"Thana nagisswary l marimuthu";"JNE2100";"JNE2100-KR-144-M";"M";1;454.35;454;"2021-06-15"
"Thana nagisswary l marimuthu";"SET048";"SET048-KR-NP-XXL";"XXL";1;909.35;909;"2021-06-15"
"Thana nagisswary l marimuthu";"J0037";"J0037-KR-M";"M";1;779.35;779;"2021-06-15"
"Thana nagisswary l marimuthu";"JNE3669";"JNE3669-TU-XS";"XS";1;486.85;487;"2021-06-15"
"Thana nagisswary l marimuthu";"J0239";"J0239-SKD-M";"M";1;1364.35;1364;"2021-06-15"
"Thana nagisswary l marimuthu";"SET182";"SET182-KR-DH-XXL";"XXL";1;779.35;779;"2021-06-15"
"Thana nagisswary l marimuthu";"JNE3710";"JNE3710-DR-S";"S";1;616.85;617;"2021-06-15"
"Thana nagisswary l marimuthu";"J0244";"J0244-SKD-M";"M";1;1234.35;1234;"2021-06-15"
"Thana nagisswary l marimuthu";"J0148";"J0148-SET-XXXL";"XXXL";1;876.85;877;"2021-06-15"
"Thana nagisswary l marimuthu";"J0237";"J0237-SKD-XXXL";"XXXL";1;1494.35;1494;"2021-06-15"
"Thana nagisswary l marimuthu";"J0239";"J0239-SKD-M";"M";1;1364.35;1364;"2021-06-15"
"Thana nagisswary l marimuthu";"J0143";"J0143-SET-L";"L";1;1039.35;1039;"2021-06-15"
"Thana nagisswary l marimuthu";"J0161";"J0161-DR-XS.";"XS";1;714.35;714;"2021-06-15"
"Thana nagisswary l marimuthu";"J0186";"J0186-SET-XS";"XS";1;1299.35;1299;"2021-06-15"
"Thana nagisswary l marimuthu";"JNE2100";"JNE2100-KR-144-M";"M";1;454.35;454;"2021-06-15"
"Thana nagisswary l marimuthu";"J0037";"J0037-KR-S";"S";1;779.35;779;"2021-06-15"
"Thana nagisswary l marimuthu";"JNE2265";"JNE2265-KR-501-S";"S";1;454.35;454;"2021-06-15"
"Revathy loganathan";"BL099";"BL099-M";"M";1;324.35;324;"2021-06-17"
"Revathy loganathan";"BL099";"BL099-XL";"XL";1;324.35;324;"2021-06-17"
"Revathy loganathan";"BL103";"BL103-M";"M";2;389.35;779;"2021-06-17"
"Revathy loganathan";"BL104";"BL104-L";"L";1;421.85;422;"2021-06-17"
"Revathy loganathan";"BL104";"BL104-S";"S";1;421.85;422;"2021-06-17"
"Revathy loganathan";"BL104";"BL104-XL";"XL";1;421.85;422;"2021-06-17"
"Revathy loganathan";"JNE3288";"JNE3288-KR-XXXL";"XXXL";1;584.35;584;"2021-06-17"
"Revathy loganathan";"JNE3405";"JNE3405-KR-S";"S";1;389.35;389;"2021-06-17"
"Revathy loganathan";"JNE3439";"JNE3439-KR-XL";"XL";1;421.85;422;"2021-06-17"
"Revathy loganathan";"JNE3489";"JNE3489-KR-S";"S";1;389.35;389;"2021-06-17"
"Revathy loganathan";"JNE3560";"JNE3560-KR-XXXL";"XXXL";1;486.85;487;"2021-06-17"
"Revathy loganathan";"JNE3612";"JNE3612-KR-XS";"XS";1;519.35;519;"2021-06-17"
"Revathy loganathan";"MEN5003";"MEN5003-KR-XL";"XL";1;616.56;617;"2021-06-17"
"Revathy loganathan";"MEN5005";"MEN5005-KR-XXL";"XXL";1;616.56;617;"2021-06-17"
"Revathy loganathan";"MEN5014";"MEN5014-KR-M";"M";1;649.03;649;"2021-06-17"
"Revathy loganathan";"MEN5014";"MEN5014-KR-XL";"XL";2;649.03;1298;"2021-06-17"
"Revathy loganathan";"MEN5015";"MEN5015-KR-XL";"XL";1;616.56;617;"2021-06-17"
"Revathy loganathan";"MEN5016";"MEN5016-KR-XL";"XL";1;649.03;649;"2021-06-17"
"Revathy loganathan";"MEN5029";"MEN5029-KR-XL";"XL";1;616.56;617;"2021-06-17"
"Mr.alwar murali";"J0178";"J0178-TP-L";"L";1;356.85;357;"2021-06-18"
"Mr.alwar murali";"JNE3609";"JNE3609-KR-M";"M";1;551.85;552;"2021-06-18"
"Mr.alwar murali";"MEN5006";"MEN5006-KR-L";"L";1;649.03;649;"2021-06-18"
"Mr.alwar murali";"J0204";"J0204-TP-XL";"XL";1;746.85;747;"2021-06-18"
"Mr.alwar murali";"J0202";"J0202-TP-XL";"XL";1;649.35;649;"2021-06-18"
"Mr.alwar murali";"J0117";"J0117-TP-XXL";"XXL";1;421.85;422;"2021-06-18"
"Mr.alwar murali";"J0115";"J0115-TP-XXL";"XXL";1;519.35;519;"2021-06-18"
"Mr.alwar murali";"J0118";"J0118-TP-XXL";"XXL";1;421.85;422;"2021-06-18"
"Mr.alwar murali";"J0140";"J0140-SET-XXXL";"XXXL";1;941.85;942;"2021-06-18"
"Mr.alwar murali";"SET236";"SET236-KR-PP-XXXL";"XXXL";1;779.35;779;"2021-06-18"
"Mr.alwar murali";"JNE3713";"JNE3713-TP-L";"L";1;421.85;422;"2021-06-18"
"Razia roseane naser";"SET196";"SET196-KR-NP-M.";"M";1;811.85;812;"2021-06-18"
"Razia roseane naser";"SET196";"SET196-KR-NP-XL";"XL";1;811.85;812;"2021-06-18"
"Razia roseane naser";"SET260";"SET260-KR-PP-L";"L";1;811.85;812;"2021-06-18"
"Razia roseane naser";"SET260";"SET260-KR-PP-XL";"XL";1;811.85;812;"2021-06-18"
"Razia roseane naser";"SET194";"SET194-KR-NP-XL";"XL";1;714.35;714;"2021-06-18"
"Razia roseane naser";"SET194";"SET194-KR-NP-XXXL";"XXXL";1;714.35;714;"2021-06-18"
"Razia roseane naser";"J0246";"J0246-SKD-L";"L";1;1234.35;1234;"2021-06-18"
"Razia roseane naser";"J0242";"J0242-SKD-XL";"XL";1;1234.35;1234;"2021-06-18"
"Razia roseane naser";"J0242";"J0242-SKD-XXXL";"XXXL";1;1234.35;1234;"2021-06-18"
"Razia roseane naser";"J0239";"J0239-SKD-M";"M";1;1364.35;1364;"2021-06-18"
"Razia roseane naser";"J0239";"J0239-SKD-XL";"XL";1;1364.35;1364;"2021-06-18"
"Razia roseane naser";"J0130";"J0130-SET-M";"M";1;974.35;974;"2021-06-18"
"Razia roseane naser";"J0130";"J0130-SET-XL";"XL";1;974.35;974;"2021-06-18"
"Razia roseane naser";"J0130";"J0130-SET-XXXL";"XXXL";1;974.35;974;"2021-06-18"
"Razia roseane naser";"SET268";"SET268-KR-NP-S";"S";1;811.85;812;"2021-06-18"
"Razia roseane naser";"SET268";"SET268-KR-NP-M";"M";1;811.85;812;"2021-06-18"
"Razia roseane naser";"SET268";"SET268-KR-NP-L";"L";1;811.85;812;"2021-06-18"
"Razia roseane naser";"SET268";"SET268-KR-NP-XL";"XL";1;811.85;812;"2021-06-18"
"Razia roseane naser";"SET268";"SET268-KR-NP-XXL";"XXL";1;811.85;812;"2021-06-18"
"Razia roseane naser";"SET268";"SET268-KR-NP-XXXL";"XXXL";1;811.85;812;"2021-06-18"
"Siri padala";"SET263";"SET263-KR-NP-S";"S";1;779.35;779;"2021-06-19"
"Siri padala";"SET262";"SET262-KR-NP-S";"S";1;844.35;844;"2021-06-19"
"Siri padala";"SET229";"SET229-KR-PP-S";"S";1;941.85;942;"2021-06-19"
"Siri padala";"JNE3605";"JNE3605-KR-S";"S";1;454.35;454;"2021-06-19"
"Siri padala";"J0279";"J0279-SET-S";"S";1;1039.35;1039;"2021-06-19"
"Siri padala";"J0138";"J0138-KR-S";"S";1;649.35;649;"2021-06-19"
"Siri padala";"J0148";"J0148-SET-S";"S";1;876.85;877;"2021-06-19"
"Siri padala";"J0207";"J0207-DR-S";"S";1;811.85;812;"2021-06-19"
"Siri padala";"MEN5029";"MEN5029-KR-M";"M";1;616.56;617;"2021-06-19"
"Siri padala";"MEN5008";"MEN5008-KR-M";"M";1;616.56;617;"2021-06-19"
"Siri padala";"MEN5003";"MEN5003-KR-M";"M";1;616.56;617;"2021-06-19"
"Siri padala";"MEN5013";"MEN5013-KR-M";"M";1;649.03;649;"2021-06-19"
"Siri padala";"J0202";"J0202-TP-S";"S";1;649.35;649;"2021-06-19"
"Siri padala";"J0213";"J0213-TP-S";"S";1;584.35;584;"2021-06-19"
"Fusion fashions corp.";"SET098";"SET098-KR-PP-M";"M";1;779.35;779;"2021-06-23"
"Fusion fashions corp.";"SET098";"SET098-KR-PP-L";"L";1;779.35;779;"2021-06-23"
"Fusion fashions corp.";"SET098";"SET098-KR-PP-XL";"XL";1;779.35;779;"2021-06-23"
"Fusion fashions corp.";"SET062";"SET062-KR-SP-M";"M";1;844.35;844;"2021-06-23"
"Fusion fashions corp.";"SET062";"SET062-KR-SP-L";"L";1;844.35;844;"2021-06-23"
"Fusion fashions corp.";"J0041";"J0041-SET-M";"M";1;876.85;877;"2021-06-23"
"Fusion fashions corp.";"J0041";"J0041-SET-L";"L";1;876.85;877;"2021-06-23"
"Fusion fashions corp.";"J0041";"J0041-SET-XL";"XL";1;876.85;877;"2021-06-23"
"Fusion fashions corp.";"J0041";"J0041-SET-XXL";"XXL";1;876.85;877;"2021-06-23"
"Fusion fashions corp.";"SET182";"SET182-KR-DH-L";"L";1;779.35;779;"2021-06-23"
"Fusion fashions corp.";"SET182";"SET182-KR-DH-XL";"XL";1;779.35;779;"2021-06-23"
"Fusion fashions corp.";"SET144";"SET144-KR-NP-XXL";"XXL";1;876.85;877;"2021-06-23"
"Fusion fashions corp.";"SET144";"SET144-KR-NP-XXXL";"XXXL";1;876.85;877;"2021-06-23"
"Fusion fashions corp.";"SET110";"SET110-KR-PP-XL";"XL";1;876.85;877;"2021-06-23"
"Fusion fashions corp.";"SET110";"SET110-KR-PP-XXL";"XXL";1;876.85;877;"2021-06-23"
"Fusion fashions corp.";"SET250";"SET250-KR-SHA-M";"M";1;844.35;844;"2021-06-23"
"Fusion fashions corp.";"SET073";"SET073-KR-SHA-L";"L";1;844.35;844;"2021-06-23"
"Fusion fashions corp.";"J0234";"J0234-SKD-XXL";"XXL";1;1201.85;1202;"2021-06-23"
"Fusion fashions corp.";"J0007";"J0007-SKD-XXL";"XXL";1;1136.85;1137;"2021-06-23"
"Fusion fashions corp.";"J0244";"J0244-SKD-L";"L";1;1234.35;1234;"2021-06-23"
"Fusion fashions corp.";"J0244";"J0244-SKD-XL";"XL";1;1234.35;1234;"2021-06-23"
"Fusion fashions corp.";"J0246";"J0246-SKD-M";"M";1;1234.35;1234;"2021-06-23"
"Fusion fashions corp.";"J0246";"J0246-SKD-L";"L";1;1234.35;1234;"2021-06-23"
"Fusion fashions corp.";"J0284";"J0284-SKD-XXL";"XXL";1;1494.35;1494;"2021-06-23"
"Fusion fashions corp.";"J0230";"J0230-SKD-L";"L";1;1364.35;1364;"2021-06-23"
"Fusion fashions corp.";"J0230";"J0230-SKD-XL";"XL";1;1364.35;1364;"2021-06-23"
"Fusion fashions corp.";"J0011";"J0011-LCD-L";"L";1;1234.35;1234;"2021-06-23"
"Fusion fashions corp.";"J0011";"J0011-LCD-XL";"XL";1;1234.35;1234;"2021-06-23"
"Fusion fashions corp.";"J0011";"J0011-LCD-XXL";"XXL";1;1234.35;1234;"2021-06-23"
"Mizna waheedh";"SET238";"SET238-KR-PP-L";"L";1;649.35;649;"2021-06-23"
"Mizna waheedh";"SET227";"SET227-KR-PP-L";"L";1;779.35;779;"2021-06-23"
"Mizna waheedh";"SET228";"SET228-KR-PP-L";"L";1;779.35;779;"2021-06-23"
"Mizna waheedh";"SET229";"SET229-KR-PP-L";"L";1;941.85;942;"2021-06-23"
"Mizna waheedh";"SET234";"SET234-KR-PP-L";"L";1;574.0;574;"2021-06-23"
"Mizna waheedh";"SET235";"SET235-KR-PP-L";"L";1;583.33;583;"2021-06-23"
"Mizna waheedh";"SET206";"SET206-KR-PP-L";"L";1;993.75;994;"2021-06-23"
"Mizna waheedh";"SET231";"SET231-KR-PP-L";"L";1;582.59;583;"2021-06-23"
"Mizna waheedh";"SET240";"SET240-KR-PP-L";"L";1;714.35;714;"2021-06-23"
"Mizna waheedh";"J0137";"J0137-SET-L";"L";1;844.35;844;"2021-06-23"
"Mizna waheedh";"J0148";"J0148-SET-L";"L";1;876.85;877;"2021-06-23"
"Mizna waheedh";"SET210";"SET210-KR-PP-L";"L";1;779.35;779;"2021-06-23"
"Mizna waheedh";"SET241";"SET241-KR-PP-L";"L";1;500.0;500;"2021-06-23"
"Mizna waheedh";"SET225";"SET225-KR-NP-L";"L";1;811.85;812;"2021-06-23"
"Mizna waheedh";"SET233";"SET233-KR-PP-L";"L";1;779.35;779;"2021-06-23"
"Mizna waheedh";"J0211";"J0211-DR-L";"L";1;779.35;779;"2021-06-23"
"Mizna waheedh";"JNE3697";"JNE3697-KR-L";"L";1;454.35;454;"2021-06-23"
"Mizna waheedh";"J0035";"J0035-KR-L";"L";1;618.75;619;"2021-06-23"
"Mizna waheedh";"JNE3391";"JNE3391-KR-L";"L";1;616.85;617;"2021-06-23"
"Mizna waheedh";"JNE3628";"JNE3628-KR-L";"L";1;486.85;487;"2021-06-23"
"Mizna waheedh";"J0212";"J0212-DR-L";"L";1;746.85;747;"2021-06-23"
"Mizna waheedh";"SET100";"SET100-KR-PP-L";"L";1;1039.35;1039;"2021-06-23"
"Mizna waheedh";"J0138";"J0138-KR-L";"L";1;649.35;649;"2021-06-23"
"Mizna waheedh";"J0151";"J0151-KR-L";"L";1;714.35;714;"2021-06-23"
